"Code.U2A","Libellé.U2A","Action.menée","Adresse","latitude","longitude","result_address","result_score","result_type","result_id","Code.INSEE","Code.Postal","Commune","Departement","Region","Statut","Altitude.Moyenne","Superficie","Population","geo_point_2d","geo_shape","ID.Geogla","Code.Commune","Code.Canton","Code.Arrondissement","Code.Departement","Code.Region","lat","long"
"U4101","Centre distribution itinérant Vendôme","Centre de Distribution Alimentaire","21 rue du Commandant Verrier   41100 VENDOME",47.798698,1.063142,"21 Rue du Commandant Verrier 41100 Vendôme",0.93,"housenumber","41269_0520_e1a1b2","41269","41100","VENDOME","LOIR-ET-CHER","CENTRE","Sous-préfecture",112,2390,17,"47.8013026692, 1.06106057175","{""type"": ""Polygon"", ""coordinates"": [[[1.100382806868069, 47.758684871818524], [1.08396563991657, 47.77077849363891], [1.070281354839574, 47.773974945213936], [1.065970005046156, 47.77243633356234], [1.059822151236226, 47.7842816432566], [1.053974267010618, 47.79406090173028], [1.029590425055073, 47.79984741121754], [1.021115903639703, 47.80818541307429], [1.02000752418588, 47.823597722942225], [1.020476388764076, 47.83326571984353], [1.041970997821136, 47.84030669876139], [1.0573862560422, 47.83087614939441], [1.069501124290568, 47.807633023137434], [1.0832571378541, 47.79749656875415], [1.082399098285737, 47.79424149837202], [1.096693955471008, 47.79426752940393], [1.105211448014419, 47.78657312891881], [1.102179140332306, 47.78020402612139], [1.109821366413165, 47.77187389100705], [1.106594545525163, 47.76309791606526], [1.100382806868069, 47.758684871818524]]]}",4581,269,98,2,"41",24,47.8013026692,1.06106057175
"U4201","Centre de distribution de St Etienne","Centre de Distribution Alimentaire","47 rue Gauthier Dumont   42100 St ETIENNE",45.435534,4.418615,"47 Rue Gauthier Dumont 42100 Saint-Étienne",0.83,"housenumber","42218_XXXX_17e30d","42218","42000/42100/42230","SAINT-ETIENNE","LOIRE","RHONE-ALPES","Préfecture",633,7999,172,"45.4301235512, 4.37913997076","{""type"": ""MultiPolygon"", ""coordinates"": [[[[4.464908992639165, 45.372424355643105], [4.462626159824891, 45.37453458234927], [4.448661204595036, 45.384406528585764], [4.446525692535367, 45.394682986733564], [4.435650389377977, 45.40617944076419], [4.425985524026956, 45.40670808762814], [4.406494088182077, 45.396840661809684], [4.397606144364016, 45.39974370051802], [4.393641880313695, 45.39764965319102], [4.382089186829149, 45.40292609541646], [4.372033128065299, 45.41764823300988], [4.358841374002797, 45.42047464813537], [4.362507578647202, 45.426572185746885], [4.366184277089708, 45.43254340805277], [4.355405769396043, 45.45055996686285], [4.358559846075247, 45.452917392741924], [4.360388345634964, 45.45861401285835], [4.369966739507569, 45.46405414797013], [4.382170022162313, 45.46739881498119], [4.387903144538203, 45.475559556420194], [4.412254242956418, 45.47317535484893], [4.412484479679174, 45.46612070158955], [4.42312072949866, 45.45863733798419], [4.421882957574113, 45.44577435152356], [4.426177926024047, 45.44412574866902], [4.459244374840588, 45.44048522762748], [4.470469205435063, 45.44696715181966], [4.460572784132471, 45.439432230131], [4.460956275272181, 45.436013910952475], [4.469987006063737, 45.423899719842055], [4.480634768681536, 45.4174372949564], [4.476028896112536, 45.39374889357917], [4.483242733895509, 45.3891235662457], [4.488920586793379, 45.383977817527764], [4.476094016894862, 45.379824616651035], [4.471760973599303, 45.381241540704195], [4.464908992639165, 45.372424355643105]]], [[[4.30026175733396, 45.41350540356348], [4.277136066451823, 45.41762570620435], [4.263353446238498, 45.41603475803311], [4.251407724269217, 45.421599173747964], [4.247171294071938, 45.42999466046519], [4.245242376997663, 45.436383130497845], [4.256609248753668, 45.44238924670422], [4.249061809405165, 45.4532263948036], [4.25733862248866, 45.461059000827625], [4.254920614232005, 45.4639228867086], [4.281973170505583, 45.466030617776944], [4.295056316524749, 45.463412779894405], [4.297685129108576, 45.45377318124119], [4.302301819066954, 45.45311629107018], [4.309395143925479, 45.434301579644874], [4.304602602384447, 45.41485987329282], [4.30026175733396, 45.41350540356348]]]]}",8455,218,99,3,"42",82,45.4301235512,4.37913997076
"U4202","Centre de distribution de Montbrison","Centre de Distribution Alimentaire","7bis rue Marguerite Fournier   42600 MONTBRISON",45.605656,4.067522,"Rue Marguerite Fournier 42600 Montbrison",0.83,"street","42147_1500_95af31","42147","42600","MONTBRISON","LOIRE","RHONE-ALPES","Sous-préfecture",414,1629,15,"45.6008365515, 4.0713982073","{""type"": ""Polygon"", ""coordinates"": [[[4.109756335966248, 45.58510973728814], [4.103791139900681, 45.577315534331404], [4.096007506129421, 45.577986049811095], [4.086311406489731, 45.58381672093562], [4.079115109199313, 45.58045487857048], [4.061660088241021, 45.57973849735719], [4.058658653750022, 45.58239642231057], [4.063465324254536, 45.59161780550027], [4.0584393370525, 45.6011390895389], [4.044329466096898, 45.59921770773493], [4.042760190955065, 45.60581533255784], [4.028647114484667, 45.608592900406016], [4.031566329995701, 45.61997620852099], [4.060777719725028, 45.62679202431226], [4.069569903546613, 45.625466027141265], [4.071030556116747, 45.60873770840187], [4.106011372577225, 45.59733127738552], [4.114976472941303, 45.599782360832414], [4.115492581624328, 45.59355432586583], [4.109756335966248, 45.58510973728814]]]}",5394,147,9,1,"42",82,45.6008365515,4.0713982073
"U4203","Centre de distribution Sury-le-Comtal","Centre de Distribution Alimentaire","3 Place Louis Giraudier   42450 SURY LE COMTAL",45.539376,4.183431,"3 Place Louis Girodier 42450 Sury-le-Comtal",0.81,"housenumber","42304_XXXX_3aa3e5","42304","42450","SURY-LE-COMTAL","LOIRE","RHONE-ALPES","Commune simple",381,2413,5.4,"45.5417167026, 4.18146739816","{""type"": ""Polygon"", ""coordinates"": [[[4.201967314771083, 45.51678973590173], [4.193389428324317, 45.513441026924234], [4.179395675678825, 45.51436334779127], [4.168408271239919, 45.52120543590586], [4.144937766596565, 45.52241073868286], [4.137678513464594, 45.53139107292265], [4.146110608317334, 45.534538394595], [4.147749729139718, 45.54068153485668], [4.158961952270921, 45.54675335041769], [4.167549276470268, 45.56928681849745], [4.173969693933779, 45.57336259454238], [4.187388991057421, 45.57066402790019], [4.205318086079363, 45.56078299709601], [4.219262108728893, 45.55649893632919], [4.212588894947443, 45.54326958502583], [4.212885716804109, 45.53281067675882], [4.201426668759096, 45.529097359316474], [4.201967314771083, 45.51678973590173]]]}",8018,304,31,1,"42",82,45.5417167026,4.18146739816
"U4204","Centre de distribution de Firminy","Centre de Distribution Alimentaire","10 rue Lamartine  10 rue Lamartine 42700 FIRMINY",45.38807,4.284785,"10 Rue Lamartine 42700 Firminy",0.59,"housenumber","42095_1080_d7d5d1","42095","42700","FIRMINY","LOIRE","RHONE-ALPES","Chef-lieu canton",542,1044,17.2,"45.3788146093, 4.28879456136","{""type"": ""Polygon"", ""coordinates"": [[[4.308199323181691, 45.37098690693707], [4.307725973225866, 45.36443626595316], [4.303817520779449, 45.36283378642874], [4.295644022412748, 45.36403633748623], [4.289754567586757, 45.3590701348621], [4.271631339474831, 45.35976368566051], [4.270802156010557, 45.37492061076236], [4.275511962182919, 45.38640336652434], [4.272096677753858, 45.39186361874327], [4.284841129449528, 45.39523945565713], [4.294616428019213, 45.40938306020394], [4.294031400848447, 45.40621978824989], [4.301440824794367, 45.40269379940064], [4.297589793975026, 45.39763218723251], [4.308199323181691, 45.37098690693707]]]}",8246,95,8,3,"42",82,45.3788146093,4.28879456136
"U4205","Centre de distribution de Veauche","Centre de Distribution Alimentaire","35 avenue Irénée Laurent   42340 VEAUCHE",45.568289,4.294867,"35 Avenue Irénée Laurent 42340 Veauche",0.92,"housenumber","42323_0240_de3406","42323","42340","VEAUCHE","LOIRE","RHONE-ALPES","Commune simple",389,1085,8.5,"45.5621736685, 4.28985644507","{""type"": ""Polygon"", ""coordinates"": [[[4.31117111412511, 45.5421354376789], [4.283854206298243, 45.546323428642125], [4.273636495828018, 45.55291494460685], [4.275133582469496, 45.5589319247512], [4.259171587080727, 45.57525943957675], [4.263020061182855, 45.580385660856486], [4.271259828859804, 45.580094670527174], [4.303433678506751, 45.572836719933065], [4.32074102952894, 45.560818848428305], [4.308930589861059, 45.555814598487146], [4.31117111412511, 45.5421354376789]]]}",36255,323,23,1,"42",82,45.5621736685,4.28985644507
"U4301","Centre Distribution de Puy en Velay","Centre de Distribution Alimentaire","3 Rue Charles VII   43000 Puy en Velay",45.044683,3.879644,"3 Rue Charles VII 43000 Le Puy-en-Velay",0.86,"housenumber","43157_0510_c4098c","43002","43000","AIGUILHE","HAUTE-LOIRE","AUVERGNE","Commune simple",649,109,1.6,"45.0530693199, 3.88524729137","{""type"": ""Polygon"", ""coordinates"": [[[3.895251177626527, 45.050605639435794], [3.881580092005416, 45.048805737996254], [3.876672041299832, 45.05416609169978], [3.877914748407197, 45.057262836109416], [3.891193471287576, 45.05584274976842], [3.895251177626527, 45.050605639435794]]]}",4846,2,19,2,"43",83,45.0530693199,3.88524729137
"U4302","Centre de Distribution de Saint Sigolène","Centre de Distribution Alimentaire","MAIRE PP J SALQUE   43600 SAINTE SIGOLENE",45.2458359,4.2189198,"",NA,"","","43224","43600","SAINTE-SIGOLENE","HAUTE-LOIRE","AUVERGNE","Chef-lieu canton",771,3073,5.9,"45.2470426213, 4.22851598334","{""type"": ""Polygon"", ""coordinates"": [[[4.237990386129739, 45.218169427592784], [4.233567532221218, 45.21925396589689], [4.230668808533331, 45.2166563809666], [4.226470752855486, 45.20767923337075], [4.204696109139003, 45.21047370352847], [4.209224183927099, 45.216017053242005], [4.196196165570752, 45.223433572441465], [4.206058834947118, 45.235214541586004], [4.196700908413133, 45.24756236679954], [4.1984036911874, 45.25086708865558], [4.18782737495107, 45.25830130194435], [4.187627278596625, 45.26447207935468], [4.211478516294301, 45.26527881850144], [4.222397400824408, 45.27646176296257], [4.235636932424206, 45.28048578120629], [4.253246392247245, 45.278497747011635], [4.259785991513168, 45.27437180255698], [4.26313611634203, 45.27192954646469], [4.26548163719641, 45.258953152218915], [4.257778251020333, 45.25039486167593], [4.254040008810877, 45.230426844436835], [4.237990386129739, 45.218169427592784]]]}",1029,224,35,3,"43",83,45.2470426213,4.22851598334
"U4303","Centre de Distribution de Bas en Basset","Centre de Distribution Alimentaire","MAIRIE DE BAS EN BASSET   43210 BAS EN BASSET",45.305619,4.110181,"Place de la Mairie 43210 Bas-en-Basset",0.51,"street","43020_0180_1df3b7","43020","43210","BAS-EN-BASSET","HAUTE-LOIRE","AUVERGNE","Chef-lieu canton",595,4690,4,"45.3159119273, 4.104826748","{""type"": ""Polygon"", ""coordinates"": [[[4.142976810777766, 45.28721651020155], [4.133249496728909, 45.285649508784275], [4.119964315718796, 45.289826687418284], [4.092263954135489, 45.27533205463656], [4.059321175024746, 45.28011551478994], [4.058189371186296, 45.28701517699645], [4.067232978333814, 45.29895118390506], [4.080808506787329, 45.300883054777444], [4.066496532184179, 45.31447418896416], [4.065627510272944, 45.32442424495869], [4.073185670157262, 45.33308713333805], [4.070804130092686, 45.33605466118206], [4.076521819881923, 45.34187126956788], [4.080170604495009, 45.3555241877728], [4.098515588395908, 45.3595782547429], [4.107809224702082, 45.354803925943415], [4.137502489773971, 45.34215085398248], [4.145232535166309, 45.333048651253996], [4.153786678122004, 45.32934064356099], [4.154272350365261, 45.32875028600411], [4.155751244884789, 45.319423457335354], [4.148861840355713, 45.31464050103023], [4.135151003047969, 45.31136739775172], [4.145507191640268, 45.30419266980702], [4.142976810777766, 45.28721651020155]]]}",12435,20,3,3,"43",83,45.3159119273,4.104826748
"U44","DD Loire-Atlantique","Distribution de chèques","1 place Beaumanoir   44000 NANTES",47.212693,-1.571747,"1 Place Beaumanoir 44100 Nantes",0.82,"housenumber","44109_0648_4128db","44109","44000/44100/44200/44300","NANTES","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Préfecture de région",18,6577,282,"47.2316356767, -1.54831008605","{""type"": ""Polygon"", ""coordinates"": [[[-1.518195870137549, 47.18065921221813], [-1.532576888403001, 47.18384801092268], [-1.540709115176339, 47.19259191604698], [-1.553786813535937, 47.19783132096967], [-1.579222273233651, 47.197125197730294], [-1.595911704429037, 47.19006976270909], [-1.608096875075977, 47.18452592121844], [-1.641806501558021, 47.19116857239828], [-1.621637892245751, 47.19324750108237], [-1.602105461402593, 47.225183317277555], [-1.586120011619639, 47.2337803751915], [-1.590020404147253, 47.2394513768745], [-1.578866184186529, 47.24607008221406], [-1.576410644703389, 47.25268694218841], [-1.593457827734276, 47.27360982726887], [-1.583936634465049, 47.27289568752663], [-1.559563359936816, 47.26859096545904], [-1.55303909942598, 47.25914464824061], [-1.539334764437103, 47.25638200664025], [-1.537030448396207, 47.26641848641624], [-1.52717689840274, 47.278544421230684], [-1.532437197579117, 47.29502083369826], [-1.51736762540669, 47.29486956478807], [-1.508781569467561, 47.29158792282571], [-1.50882985020536, 47.27780783832979], [-1.502440491878025, 47.268768556351986], [-1.506478517270381, 47.262425790120005], [-1.504192320643338, 47.259331610828426], [-1.495122114829929, 47.262370975655315], [-1.495997475659221, 47.252418128677014], [-1.47881727889922, 47.22807914936671], [-1.48094960463425, 47.22634650933962], [-1.509369306954318, 47.21735297811228], [-1.527433190978553, 47.20444721323482], [-1.522861893793324, 47.19116273426498], [-1.512932655716489, 47.1891788123017], [-1.518195870137549, 47.18065921221813]]]}",419,109,99,2,"44",52,47.2316356767,-1.54831008605
"U4401","Centre de distribution du Pontchâteau","Centre de Distribution Alimentaire","27 rue Nantaise   44160 Pontchâteau",47.437122,-2.08591,"27 Rue Nantaise 44160 Pontchâteau",0.93,"housenumber","44129_0360_0894a5","44129","44160","PONTCHATEAU","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Chef-lieu canton",18,5563,9.5,"47.433636363, -2.09556089039","{""type"": ""Polygon"", ""coordinates"": [[[-2.041673891614782, 47.38094576290766], [-2.056576324200147, 47.381100476811554], [-2.063905107793178, 47.3934369513539], [-2.08881248096098, 47.41006482736227], [-2.093986742908902, 47.41011767551451], [-2.102619734814474, 47.40156590539144], [-2.106381532973877, 47.38793238163366], [-2.115474584351585, 47.38939946159937], [-2.1172958802953, 47.399422694779155], [-2.130561316238287, 47.41806118536935], [-2.140773657522521, 47.41825022486218], [-2.156014759215529, 47.43214392526093], [-2.136188205879185, 47.44677884483094], [-2.136482799462694, 47.45358561707506], [-2.150842590917611, 47.463071773470794], [-2.142201652446625, 47.46561924754325], [-2.120411298655898, 47.48270074810587], [-2.115674452552739, 47.48326097227013], [-2.092401784251506, 47.48704238546985], [-2.080357618209031, 47.49249408057378], [-2.068364927234249, 47.4881281875343], [-2.092612740037, 47.47612745185809], [-2.096222960936136, 47.470313469010016], [-2.07375571007779, 47.4579998377187], [-2.072282241237888, 47.45129883451656], [-2.064801963827623, 47.44673593457596], [-2.070081142440118, 47.44098529645194], [-2.079912131203721, 47.43978027265906], [-2.081129375230503, 47.43649771553556], [-2.06527695510154, 47.42914347834159], [-2.050407418075739, 47.42131154956028], [-2.028528709858538, 47.4156306379016], [-2.0385120115161, 47.40013412569247], [-2.031382913682163, 47.39580673958911], [-2.031608784699014, 47.392414325276775], [-2.041673891614782, 47.38094576290766]]]}",33983,129,31,3,"44",52,47.433636363,-2.09556089039
"U4402","Centre de distribution Vallet","Centre de Distribution Alimentaire","5 rue de la Bourie   44330 Vallet",47.158646,-1.26588,"5 Rue de la Bourie 44330 Vallet",0.92,"housenumber","44212_0202_82dd32","44212","44330","VALLET","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Chef-lieu canton",60,5832,8.3,"47.1715153308, -1.26146566077","{""type"": ""Polygon"", ""coordinates"": [[[-1.238219823909645, 47.13490402793497], [-1.245776859053928, 47.13858474757802], [-1.259374749507542, 47.134261741391164], [-1.26925986836598, 47.13579048282123], [-1.280617510433034, 47.14652352012063], [-1.300840726201499, 47.1460705897974], [-1.313699407872378, 47.141453040681576], [-1.327306308687181, 47.155208593377616], [-1.317810675080616, 47.16766348689845], [-1.319063242045073, 47.171079000144964], [-1.340656308658427, 47.18535527561719], [-1.325399001014766, 47.18656678743601], [-1.319038454256616, 47.19217807703151], [-1.298833752779593, 47.189937024771865], [-1.273880748056382, 47.19432343035089], [-1.266429814234575, 47.199106311357305], [-1.258130690617209, 47.21173659027953], [-1.234786917333124, 47.21907509599682], [-1.211526326394699, 47.20813116770697], [-1.222939172399528, 47.19729332306735], [-1.2204620268557, 47.18022685811226], [-1.209837475432315, 47.1652782810549], [-1.195670787834252, 47.1629621086515], [-1.18836279742154, 47.15823234097935], [-1.209087721839717, 47.14454237348645], [-1.21884905847706, 47.144321855454365], [-1.238219823909645, 47.13490402793497]]]}",7055,212,44,2,"44",52,47.1715153308,-1.26146566077
"U4403","Centre de distribution Rezé","Centre de Distribution Alimentaire","64bis rue Emile Zola   44400 Rezé",47.191031,-1.562941,"64BIS Rue Émile Zola 44400 Rezé",0.93,"housenumber","44143_1160_a0036c","44143","44400","REZE","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Chef-lieu canton",22,1557,38.2,"47.1762338904, -1.54966399893","{""type"": ""Polygon"", ""coordinates"": [[[-1.547864576914952, 47.14878193411198], [-1.557997884244635, 47.15574152229355], [-1.561548364080373, 47.16908331504381], [-1.573513786504277, 47.17994636779917], [-1.576469429622371, 47.18996565496407], [-1.595911704429037, 47.19006976270909], [-1.579222273233651, 47.197125197730294], [-1.553786813535937, 47.19783132096967], [-1.540709115176339, 47.19259191604698], [-1.532576888403001, 47.18384801092268], [-1.518195870137549, 47.18065921221813], [-1.522874424466903, 47.17464199345043], [-1.521026876890913, 47.164776782310035], [-1.534119833170267, 47.153830667170524], [-1.547864576914952, 47.14878193411198]]]}",16900,143,97,2,"44",52,47.1762338904,-1.54966399893
"U4404","Centre de distribution Nantes Trébuchet","Centre de Distribution Alimentaire","13, Place SOPHIE TREBUCHET   44000 NANTES",47.220168,-1.545121,"13 Place Sophie Trébuchet 44000 Nantes",0.93,"housenumber","44109_7939_07b51b","44109","44000/44100/44200/44300","NANTES","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Préfecture de région",18,6577,282,"47.2316356767, -1.54831008605","{""type"": ""Polygon"", ""coordinates"": [[[-1.518195870137549, 47.18065921221813], [-1.532576888403001, 47.18384801092268], [-1.540709115176339, 47.19259191604698], [-1.553786813535937, 47.19783132096967], [-1.579222273233651, 47.197125197730294], [-1.595911704429037, 47.19006976270909], [-1.608096875075977, 47.18452592121844], [-1.641806501558021, 47.19116857239828], [-1.621637892245751, 47.19324750108237], [-1.602105461402593, 47.225183317277555], [-1.586120011619639, 47.2337803751915], [-1.590020404147253, 47.2394513768745], [-1.578866184186529, 47.24607008221406], [-1.576410644703389, 47.25268694218841], [-1.593457827734276, 47.27360982726887], [-1.583936634465049, 47.27289568752663], [-1.559563359936816, 47.26859096545904], [-1.55303909942598, 47.25914464824061], [-1.539334764437103, 47.25638200664025], [-1.537030448396207, 47.26641848641624], [-1.52717689840274, 47.278544421230684], [-1.532437197579117, 47.29502083369826], [-1.51736762540669, 47.29486956478807], [-1.508781569467561, 47.29158792282571], [-1.50882985020536, 47.27780783832979], [-1.502440491878025, 47.268768556351986], [-1.506478517270381, 47.262425790120005], [-1.504192320643338, 47.259331610828426], [-1.495122114829929, 47.262370975655315], [-1.495997475659221, 47.252418128677014], [-1.47881727889922, 47.22807914936671], [-1.48094960463425, 47.22634650933962], [-1.509369306954318, 47.21735297811228], [-1.527433190978553, 47.20444721323482], [-1.522861893793324, 47.19116273426498], [-1.512932655716489, 47.1891788123017], [-1.518195870137549, 47.18065921221813]]]}",419,109,99,2,"44",52,47.2316356767,-1.54831008605
"U4405","Centre de distribution Batz sur Mer","Centre de Distribution Alimentaire","place du Murier   44740 BATZ SUR MER",47.276466,-2.480441,"Place du Mûrier 44740 Batz-sur-Mer",0.91,"street","44010_1360_2fae8f","44010","44740","BATZ-SUR-MER","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Commune simple",3,1312,3.1,"47.2844487793, -2.474374647","{""type"": ""Polygon"", ""coordinates"": [[[-2.449755768878724, 47.26360060902836], [-2.457384227077794, 47.26822266983546], [-2.491706417249201, 47.27532684024825], [-2.503819426379314, 47.28095168514517], [-2.503533723441304, 47.29096424993602], [-2.513806298391909, 47.29838124797347], [-2.511174220124647, 47.300780594235945], [-2.479833808610219, 47.300461901586914], [-2.436133905850181, 47.28236976438199], [-2.449755768878724, 47.26360060902836]]]}",6262,10,10,3,"44",52,47.2844487793,-2.474374647
"U4406","Epicerie sociale de Carquefou","Epicerie sociale","8 Rue Petites Industries   44470 Carquefou",47.26578,-1.492607,"8 Rue des Petites Industries 44470 Carquefou",0.84,"housenumber","44026_3327_8cc347","44172","44980","SAINTE-LUCE-SUR-LOIRE","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Commune simple",14,1141,11.7,"47.2536231327, -1.4728987153","{""type"": ""Polygon"", ""coordinates"": [[[-1.47881727889922, 47.22807914936671], [-1.495997475659221, 47.252418128677014], [-1.495122114829929, 47.262370975655315], [-1.462622855063495, 47.277900961691294], [-1.457864553863285, 47.26240372810972], [-1.443768590807638, 47.253567678930075], [-1.460976788383168, 47.241671179915386], [-1.47881727889922, 47.22807914936671]]]}",1310,172,6,2,"44",52,47.2536231327,-1.4728987153
"U4407","Centre distribution de St Nazaire","Centre de Distribution Alimentaire","16 rue Mme de Sévigné   44600 ST NAZAIRE",47.285376,-2.207239,"16 Rue de Sévigné 44600 Saint-Nazaire",0.73,"housenumber","44184_XXXX_f6993e","44210","44570","TRIGNAC","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Commune simple",3,1424,7.2,"47.3125328416, -2.20700045585","{""type"": ""Polygon"", ""coordinates"": [[[-2.184602712768069, 47.30664486760498], [-2.210107241068358, 47.289144418291606], [-2.232751783046437, 47.303110003635084], [-2.238254170358704, 47.31286710968403], [-2.238282077731131, 47.316276236106134], [-2.221723317968153, 47.32824658024349], [-2.214732134257752, 47.32335548217131], [-2.204824213284191, 47.323665289832775], [-2.20136847399705, 47.335638972789745], [-2.188635674508967, 47.3305075207159], [-2.173501860136334, 47.317380446149926], [-2.184602712768069, 47.30664486760498]]]}",32432,210,47,3,"44",52,47.3125328416,-2.20700045585
"U4408","Centre de distribution de Paimboeuf","Centre de Distribution Alimentaire","7 rue Pierre Chevry   44560 Paimboeuf",47.286173,-2.030214,"Rue Pierre Chevry 44560 Paimbœuf",0.87,"street","44116_0310_e384e3","44116","44560","PAIMBOEUF","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Chef-lieu canton",5,166,3.2,"47.2863992883, -2.02807425552","{""type"": ""Polygon"", ""coordinates"": [[[-2.017672986441025, 47.28040584558858], [-2.041519402367348, 47.287029479097164], [-2.045758324416706, 47.28938887781472], [-2.042358765292115, 47.29172889414452], [-2.028199440447906, 47.28989942407133], [-2.010493518951958, 47.28457732848847], [-2.017672986441025, 47.28040584558858]]]}",36365,116,29,3,"44",52,47.2863992883,-2.02807425552
"U4409","Centre de  distribution de St Michel C/C","Centre de Distribution Alimentaire","8 Rue des Tonneliers   44730 St Michel Chef Chef",47.170819,-2.14611,"8 Rue des Tonneliers 44730 Saint-Michel-Chef-Chef",0.82,"housenumber","44182_2710_358c03","44182","44730","SAINT-MICHEL-CHEF-CHEF","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Commune simple",31,2514,4.4,"47.1755629767, -2.12731093246","{""type"": ""Polygon"", ""coordinates"": [[[-2.133701225640314, 47.144011099794966], [-2.171707157863862, 47.16163322768864], [-2.166598816638475, 47.16739223633416], [-2.160812158251883, 47.194491375717014], [-2.158227097284165, 47.1970696842831], [-2.133377232295289, 47.194800852163795], [-2.119570685214228, 47.191587472908964], [-2.080579691080085, 47.19493038060714], [-2.076402682929025, 47.19316512205336], [-2.078175671473907, 47.182793832935694], [-2.08540194907092, 47.173716414577164], [-2.107135313878513, 47.158910229453], [-2.131893475850295, 47.16054745214282], [-2.133701225640314, 47.144011099794966]]]}",8692,182,32,3,"44",52,47.1755629767,-2.12731093246
"U4410","Distribution CAP Ancenis","Distribution de chèques","524 rue Urien   44150 ANCENIS",47.3707,-1.186899,"524 Rue René Urien 44150 Ancenis",0.79,"housenumber","44003_0990_fcf300","44003","44150","ANCENIS","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Sous-préfecture",18,2005,7.5,"47.3833270209, -1.18241880879","{""type"": ""Polygon"", ""coordinates"": [[[-1.182960128465647, 47.35431013426606], [-1.205832741938564, 47.34943598004086], [-1.228372674932476, 47.34997836738899], [-1.207717557334286, 47.355029088829866], [-1.192441529334878, 47.362406032758315], [-1.186650089508002, 47.371323317021194], [-1.208651168739658, 47.38533950469378], [-1.213445358187526, 47.386382709174384], [-1.216429401581718, 47.38365108694013], [-1.225336775245862, 47.38686126552692], [-1.231734417853063, 47.3920644121915], [-1.208133394512172, 47.3985199335784], [-1.196056001639466, 47.40959410683179], [-1.167035615243624, 47.41499232925527], [-1.163810683472424, 47.40989753408176], [-1.167289189847557, 47.37268679570919], [-1.158145353885133, 47.37011185127522], [-1.143926621050831, 47.37362195622657], [-1.110137965053574, 47.372542062509645], [-1.106046232098257, 47.370748728030875], [-1.114187397454462, 47.36755796135956], [-1.144818907925853, 47.368001096830994], [-1.169933206305541, 47.364713035210265], [-1.182960128465647, 47.35431013426606]]]}",8094,3,2,4,"44",52,47.3833270209,-1.18241880879
"U4411","Distribution de CAP de Chateaubriant","Distribution de chèques","26 rue des Etats Unis   44110 Chateaubriant",47.702661,-1.389456,"Rue des États-Unis 44110 Châteaubriant",0.86,"street","44036_XXXX_f6b89a","44036","44110","CHATEAUBRIANT","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Sous-préfecture",74,3360,12.1,"47.7221583524, -1.38664809937","{""type"": ""Polygon"", ""coordinates"": [[[-1.335146413621009, 47.70790354147056], [-1.34312938038831, 47.70360480499709], [-1.358100217207448, 47.7054092166368], [-1.376712014677678, 47.70047682736548], [-1.386153771749922, 47.69237925140447], [-1.396031004075901, 47.69250382557054], [-1.400036399060244, 47.69363313476928], [-1.412294478859013, 47.7084688757607], [-1.447687043873442, 47.71277059762197], [-1.447673027221235, 47.72667208465044], [-1.433301860026615, 47.72689341311779], [-1.426806275871882, 47.736343554527046], [-1.41806524262604, 47.73986532128777], [-1.383473635658714, 47.74725178484691], [-1.357616835129258, 47.74617179568125], [-1.348864243404375, 47.74291896680633], [-1.335004502247802, 47.729452682765206], [-1.341191426320713, 47.71718016562286], [-1.335146413621009, 47.70790354147056]]]}",23587,36,8,1,"44",52,47.7221583524,-1.38664809937
"U4412","Centre de distribution de Savenay","Centre de Distribution Alimentaire","3 rue des Fauvettes   44260 SAVENAY",47.361874,-1.938129,"3 Rue des Fauvettes 44260 Savenay",0.92,"housenumber","44195_0280_009959","44195","44260","SAVENAY","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Chef-lieu canton",53,2597,7.4,"47.3570647854, -1.91842119102","{""type"": ""Polygon"", ""coordinates"": [[[-1.893860360140496, 47.32766917131333], [-1.916885794240515, 47.32978915378542], [-1.923195651405392, 47.33406748895471], [-1.927432906461186, 47.34364701009179], [-1.937046214344981, 47.34370736750777], [-1.945090322071347, 47.33999133707459], [-1.96391532751843, 47.34939807266805], [-1.958013525830239, 47.358769588662796], [-1.957097731119882, 47.375702999206645], [-1.947749667807868, 47.37757201022175], [-1.928018242574222, 47.374550813577834], [-1.916447113048537, 47.380705718679195], [-1.907112793249653, 47.37767318952482], [-1.882071238186604, 47.37885516512675], [-1.880312100745017, 47.37324694625899], [-1.882681422920443, 47.370107793586364], [-1.878289070140918, 47.36036214976749], [-1.893832093447489, 47.338115050301596], [-1.893860360140496, 47.32766917131333]]]}",383,195,43,3,"44",52,47.3570647854,-1.91842119102
